('Total Revenue', '281,724,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000')
         862734 function calls (838439 primitive calls) in 4.154 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       66    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
        3    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
       12    0.000    0.000    0.000    0.000 queue.py:122(put)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
        2    0.000    0.000    0.000    0.000 client.py:1136(putrequest)
      218    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        2    0.000    0.000    0.009    0.004 parser.py:1(<module>)
    80/47    0.000    0.000    0.059    0.001 <frozen importlib._bootstrap>:1390(_handle_fromlist)
       10    0.000    0.000    0.000    0.000 cookiejar.py:647(request_path)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1651(_ip_int_from_string)
       43    0.000    0.000    0.000    0.000 message.py:511(set_raw)
       35    0.000    0.000    0.000    0.000 cookies.py:49(get_full_url)
      218    0.000    0.000    0.000    0.000 _virtualenv.py:52(find_spec)
      396    0.000    0.000    0.000    0.000 filter.py:259(_base_match)
      299    0.000    0.000    0.000    0.000 enum.py:59(_is_sunder)
       36    0.000    0.000    0.000    0.000 cookiejar.py:535(is_HDN)
      166    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
      404    0.000    0.000    0.000    0.000 typing.py:1270(__eq__)
        1    0.000    0.000    0.069    0.069 response.py:941(read)
       24    0.000    0.000    0.000    0.000 util.py:16(lower)
        3    0.000    0.000    0.000    0.000 request.py:2579(_proxy_bypass_macosx_sysconf)
        6    0.000    0.000    0.000    0.000 calendar.py:683(timegm)
    44/32    0.000    0.000    0.005    0.000 css_parser.py:579(parse_pseudo_class)
       64    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
        1    0.000    0.000    0.003    0.003 socket.py:1(<module>)
        2    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
       45    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        2    0.000    0.000    0.069    0.035 client.py:463(read)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
       32    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
      524    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      210    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
       24    0.000    0.000    0.000    0.000 <frozen os>:709(__getitem__)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
      218    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(find_spec)
      128    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
      176    0.000    0.000    0.003    0.000 _parser.py:98(closegroup)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
       60    0.000    0.000    0.001    0.000 typing.py:1476(copy_with)
      532    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
       78    0.000    0.000    0.000    0.000 typing.py:1196(__getattr__)
        2    0.000    0.000    0.000    0.000 socket.py:304(makefile)
      210    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
        1    0.000    0.000    0.030    0.030 css_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
       10    0.000    0.000    0.000    0.000 structures.py:40(__init__)
      197    0.000    0.000    0.000    0.000 filter.py:629(_match_attribute_value_helper)
       49    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1456(_path_hooks)
        6    0.000    0.000    0.001    0.000 cookiejar.py:1578(_cookies_from_attrs_set)
        2    0.000    0.000    0.001    0.000 cookies.py:1(<module>)
        2    0.000    0.000    0.000    0.000 socket.py:771(close)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
      216    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
       12    0.000    0.000    0.000    0.000 cookiejar.py:691(reach)
       21    0.000    0.000    0.000    0.000 typing.py:1114(_generic_init_subclass)
        1    0.000    0.000    0.000    0.000 status_codes.py:109(_init)
        1    0.000    0.000    0.189    0.189 connection.py:718(connect)
       11    0.000    0.000    0.000    0.000 connection.py:404(putheader)
        2    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
      218    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        3    0.000    0.000    0.000    0.000 url.py:367(parse_url)
        1    0.000    0.000    0.001    0.001 cookiejar.py:1272(_cookies_for_domain)
       88    0.000    0.000    0.000    0.000 ipaddress.py:1213(_parse_octet)
  142/137    0.000    0.000    0.000    0.000 css_parser.py:385(_freeze_relations)
       25    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
      288    0.000    0.000    0.000    0.000 typing.py:1583(__eq__)
       15    0.000    0.000    0.000    0.000 {built-in method time.time}
      264    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      418    0.000    0.000    0.000    0.000 typing.py:1264(<genexpr>)
        2    0.000    0.000    1.646    0.823 client.py:1384(getresponse)
        3    0.000    0.000    0.004    0.001 utils.py:755(should_bypass_proxies)
      221    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1567(__init__)
      247    0.000    0.000    0.000    0.000 socket.py:79(<lambda>)
      338    0.000    0.000    0.000    0.000 _compiler.py:428(_get_iscased)
    81/55    0.000    0.000    0.000    0.000 typing.py:1591(__hash__)
      107    0.000    0.000    0.000    0.000 typing.py:2330(get_origin)
      197    0.000    0.000    0.000    0.000 filter.py:321(matches_tag)
        2    0.000    0.000    0.000    0.000 connection.py:384(putrequest)
    30/17    0.000    0.000    0.070    0.004 {built-in method builtins.__import__}
        1    0.000    0.000    0.070    0.070 element.py:1(<module>)
       79    0.000    0.000    0.000    0.000 css_types.py:267(__init__)
      248    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
      250    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
       20    0.000    0.000    0.000    0.000 parse.py:164(hostname)
      249    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
       34    0.000    0.000    0.000    0.000 ipaddress.py:2241(__init__)
        4    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
        2    0.000    0.000    0.001    0.000 cookiejar.py:1356(add_cookie_header)
        8    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
        5    0.000    0.000    2.059    0.412 models.py:890(content)
       52    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
  133/115    0.000    0.000    0.000    0.000 typing.py:1276(__hash__)
      234    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
      192    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
    40/31    0.000    0.000    0.005    0.000 css_parser.py:746(parse_pseudo_open)
        2    0.000    0.000    0.000    0.000 adapters.py:423(get_connection_with_tls_context)
       55    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
       57    0.000    0.000    0.001    0.000 _htmlparser.py:127(handle_startendtag)
      199    0.000    0.000    0.000    0.000 filter.py:292(matches_string)
        3    0.000    0.000    0.000    0.000 copy.py:247(_reconstruct)
        7    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
       75    0.000    0.000    0.000    0.000 css_types.py:251(__init__)
       22    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
       66    0.000    0.000    0.000    0.000 typing.py:892(__init__)
       13    0.000    0.000    0.000    0.000 queue.py:154(get)
        3    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        1    0.000    0.000    3.908    3.908 api.py:62(get)
        6    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
       50    0.000    0.000    0.000    0.000 ipaddress.py:1920(__init__)
       55    0.000    0.000    0.000    0.000 _compiler.py:407(_generate_overlap_table)
        7    0.000    0.000    0.001    0.000 typing.py:2781(_make_nmtuple)
        6    0.000    0.000    0.000    0.000 cookiejar.py:81(_timegm)
        1    0.000    0.000    0.081    0.081 connection.py:895(_ssl_wrap_socket_and_match_hostname)
        7    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
       55    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       13    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
       20    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
        2    0.000    0.000    0.001    0.001 utils.py:207(get_netrc_auth)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
        2    0.000    0.000    0.580    0.290 client.py:245(parse_headers)
        1    0.000    0.000    0.000    0.000 dammit.py:734(UnicodeDammit)
        2    0.000    0.000    0.004    0.002 models.py:1(<module>)
        1    0.000    0.000    0.003    0.003 ssl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sessions.py:794(close)
      484    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
      262    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
    91/64    0.000    0.000    0.002    0.000 typing.py:515(__getitem__)
        9    0.000    0.000    0.001    0.000 cookiejar.py:983(set_ok_verifiability)
        4    0.000    0.000    0.000    0.000 cookies.py:358(update)
        2    0.000    0.000    0.000    0.000 message.py:483(items)
        5    0.000    0.000    0.002    0.000 feedparser.py:171(feed)
        3    0.000    0.000    0.000    0.000 client.py:430(close)
       32    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
       54    0.000    0.000    0.001    0.000 <frozen abc>:105(__new__)
      127    0.000    0.000    0.000    0.000 typing.py:1472(<genexpr>)
        8    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        2    0.000    0.000    0.000    0.000 adapters.py:513(close)
        2    0.000    0.000    0.000    0.000 ssl.py:1200(sendall)
       27    0.000    0.000    0.001    0.000 typing.py:747(Optional)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1502(__init__)
        6    0.000    0.000    0.000    0.000 response.py:766(_error_catcher)
        1    0.000    0.000    0.000    0.000 __init__.py:669(reset)
       42    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
        1    0.000    0.000    0.001    0.001 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:135(BeautifulSoup)
        1    0.000    0.000    0.007    0.007 url.py:1(<module>)
       62    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
        1    0.000    0.000    0.001    0.001 ssl_.py:225(create_urllib3_context)
        1    0.000    0.000    0.000    0.000 element.py:352(PageElement)
        1    0.000    0.000    0.000    0.000 response.py:281(get)
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:529(get_encoding_from_headers)
        4    0.000    0.000    0.000    0.000 response.py:666(release_conn)
        4    0.000    0.000    0.000    0.000 utils.py:828(select_proxy)
       25    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
       42    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
      122    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      192    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       43    0.000    0.000    0.000    0.000 typing.py:2496(overload)
      262    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        2    0.000    0.000    0.000    0.000 client.py:261(__init__)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
       24    0.000    0.000    0.000    0.000 <frozen os>:791(encode)
       47    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
      220    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
      102    0.000    0.000    0.000    0.000 typing_extensions.py:3165(_is_unpacked_typevartuple)
      172    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.108    0.108 connection.py:192(_new_conn)
        3    0.000    0.000    0.000    0.000 __init__.py:1517(debug)
        1    0.000    0.000    0.001    0.001 utils.py:854(resolve_proxies)
        2    0.000    0.000    0.000    0.000 poolmanager.py:321(connection_from_context)
        6    0.000    0.000    0.000    0.000 cookiejar.py:810(is_expired)
       15    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
        1    0.000    0.000    3.908    3.908 api.py:14(request)
        9    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
      164    0.000    0.000    0.000    0.000 enum.py:1292(value)
      142    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        3    0.000    0.000    0.021    0.007 exceptions.py:1(<module>)
       12    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       63    0.000    0.000    0.000    0.000 enum.py:785(__delattr__)
        5    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
       59    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       44    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.001    0.001 sessions.py:302(rebuild_proxies)
       21    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 filter.py:378(__init__)
        2    0.000    0.000    0.001    0.000 cookiejar.py:1290(_cookies_for_request)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
        3    0.000    0.000    0.009    0.003 response.py:1(<module>)
       29    0.000    0.000    0.000    0.000 element.py:2368(get_attribute_list)
        1    0.000    0.000    0.004    0.004 cookiejar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wait.py:95(wait_for_socket)
      325    0.000    0.000    0.000    0.000 css_parser.py:312(get_name)
        2    0.000    0.000    0.000    0.000 response.py:270(__init__)
        2    0.000    0.000    0.000    0.000 feedparser.py:182(close)
       14    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
        1    0.000    0.000    0.059    0.059 ssl.py:956(_create)
       14    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
        1    0.000    0.000    0.000    0.000 element.py:1764(Tag)
        5    0.000    0.000    0.000    0.000 typing.py:1212(__instancecheck__)
        6    0.000    0.000    0.000    0.000 typing.py:1065(_generic_class_getitem)
      134    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x100fba020}
       70    0.000    0.000    0.000    0.000 parse.py:108(_noop)
        2    0.000    0.000    0.000    0.000 message.py:243(get_payload)
        7    0.000    0.000    0.000    0.000 enum.py:513(__prepare__)
        4    0.000    0.000    0.000    0.000 message.py:150(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        7    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
       26    0.000    0.000    0.000    0.000 <frozen _collections_abc>:892(__iter__)
       11    0.000    0.000    0.000    0.000 connection.py:453(<genexpr>)
        5    0.000    0.000    0.000    0.000 typing.py:1483(__subclasscheck__)
      165    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.002    0.002 shutil.py:1(<module>)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:940(pop)
      244    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
        2    0.000    0.000    0.000    0.000 response.py:475(_init_decoder)
        1    0.000    0.000    3.908    3.908 sessions.py:500(request)
       73    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
       55    0.000    0.000    0.000    0.000 __init__.py:255(escape)
        2    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        9    0.000    0.000    0.000    0.000 cookiejar.py:1004(set_ok_path)
        1    0.000    0.000    0.000    0.000 wait.py:82(_have_working_poll)
       12    0.000    0.000    0.000    0.000 cookies.py:43(get_host)
        9    0.000    0.000    0.000    0.000 _htmlparser.py:226(handle_charref)
        2    0.000    0.000    0.000    0.000 client.py:1082(_send_output)
       24    0.000    0.000    0.000    0.000 threading.py:394(notify)
        2    0.000    0.000    0.000    0.000 client.py:425(_close_conn)
        1    0.000    0.000    0.011    0.011 client.py:1(<module>)
        4    0.000    0.000    0.000    0.000 response.py:429(retries)
        2    0.000    0.000    0.000    0.000 feedparser.py:195(_new_message)
       14    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        2    0.000    0.000    0.189    0.094 connectionpool.py:1085(_validate_conn)
        2    0.000    0.000    0.000    0.000 response.py:710(_init_length)
        6    0.000    0.000    0.000    0.000 feedparser.py:121(pushlines)
       42    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.003    0.003 _typing.py:1(<module>)
       65    0.000    0.000    0.000    0.000 typing.py:317(_deduplicate)
        1    0.000    0.000    0.008    0.008 ssl_.py:1(<module>)
        1    0.000    0.000    0.012    0.012 connectionpool.py:1(<module>)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
       16    0.000    0.000    0.007    0.000 css_parser.py:1149(process_selectors)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1297(_cookie_attrs)
        1    0.000    0.000    0.000    0.000 response.py:101(__init__)
        1    0.000    0.000    0.001    0.001 _common.py:1(<module>)
       99    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        7    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2387(_signature_from_function)
       12    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        2    0.000    0.000    0.001    0.001 abc.py:1(<module>)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        7    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
        2    0.000    0.000    0.000    0.000 retry.py:387(is_retry)
        2    0.000    0.000    0.000    0.000 adapters.py:280(cert_verify)
        1    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
      165    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
      141    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       43    0.000    0.000    0.000    0.000 _collections.py:289(__iter__)
        4    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
       13    0.000    0.000    0.000    0.000 cookiejar.py:636(eff_request_host)
       12    0.000    0.000    0.000    0.000 cookies.py:46(get_origin_req_host)
    25/23    0.000    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:1287(create_module)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
       12    0.000    0.000    0.000    0.000 cookies.py:90(unverifiable)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.034    0.034 formatter.py:1(<module>)
        2    0.000    0.000    0.000    0.000 models.py:799(iter_content)
        7    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
        7    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:1(<module>)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        2    0.000    0.000    0.000    0.000 client.py:1027(send)
       12    0.000    0.000    0.000    0.000 cookies.py:94(origin_req_host)
        2    0.000    0.000    0.000    0.000 socket.py:682(__init__)
       13    0.000    0.000    0.000    0.000 client.py:1064(_output)
      193    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        5    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x100f565c0}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        2    0.000    0.000    0.000    0.000 poolmanager.py:292(connection_from_host)
        6    0.000    0.000    0.000    0.000 typing.py:1566(__getitem__)
        2    0.000    0.000    0.069    0.035 response.py:832(_fp_read)
       37    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
      270    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
        3    0.000    0.000    0.000    0.000 models.py:769(is_redirect)
       16    0.000    0.000    0.015    0.001 css_parser.py:306(__init__)
        2    0.000    0.000    0.000    0.000 response.py:277(put)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1188(domain_return_ok)
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
        3    0.000    0.000    0.000    0.000 sessions.py:107(get_redirect_target)
      145    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       34    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
       54    0.000    0.000    0.000    0.000 typing_extensions.py:3105(_check_generic)
        1    0.000    0.000    0.108    0.108 connection.py:27(create_connection)
      160    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
        2    0.000    0.000    0.008    0.004 api.py:1(<module>)
       25    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
    69/38    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        2    0.000    0.000    0.000    0.000 retry.py:379(_is_method_retryable)
       25    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
       98    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
        1    0.000    0.000    0.015    0.015 css_parser.py:428(CSSParser)
        2    0.000    0.000    0.000    0.000 client.py:442(flush)
       34    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
        3    0.000    0.000    0.000    0.000 typing.py:1740(_get_protocol_attrs)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:531(__setattr__)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
      114    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
        9    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        2    0.000    0.000    0.000    0.000 poolmanager.py:283(clear)
       44    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        2    0.000    0.000    0.001    0.000 models.py:610(prepare_cookies)
        1    0.000    0.000    0.006    0.006 cd.py:1(<module>)
        3    0.000    0.000    0.006    0.002 element.py:1266(_find_all)
        1    0.000    0.000    0.005    0.005 compat.py:1(<module>)
        2    0.000    0.000    0.000    0.000 connectionpool.py:256(_get_conn)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
       37    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
        1    0.000    0.000    0.004    0.004 css_match.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:626(unquote_unreserved)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 wait.py:57(poll_wait_for_socket)
      165    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        2    0.000    0.000    0.001    0.000 cookies.py:140(get_cookie_header)
        1    0.000    0.000    0.000    0.000 dammit.py:98(EntitySubstitution)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1161(return_ok_domain)
        1    0.000    0.000    0.112    0.112 parser.py:104(feed)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        1    0.000    0.000    0.002    0.002 hashlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        8    0.000    0.000    0.000    0.000 typing.py:1551(__getitem_inner__)
        1    0.000    0.000    0.001    0.001 adapters.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:603(_get_protocol_attrs)
      119    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       63    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.001    0.001 sessions.py:457(prepare_request)
        2    0.000    0.000    0.001    0.000 core.py:1(<module>)
        2    0.000    0.000    0.000    0.000 adapters.py:523(request_url)
        2    0.000    0.000    0.000    0.000 request.py:199(body_to_chunks)
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
        3    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
       25    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1295(exec_module)
        1    0.000    0.000    0.112    0.112 _htmlparser.py:449(feed)
        3    0.000    0.000    0.003    0.001 request.py:2670(proxy_bypass_macosx_sysconf)
        7    0.000    0.000    0.000    0.000 typing.py:1985(__init_subclass__)
        2    0.000    0.000    0.000    0.000 parse.py:509(urlunparse)
       24    0.000    0.000    0.000    0.000 threading.py:314(_is_owned)
        2    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
        3    0.000    0.000    0.000    0.000 utils.py:764(get_proxy)
        1    0.000    0.000    0.000    0.000 copyreg.py:107(_slotnames)
        8    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
       21    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
        2    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
        2    0.000    0.000    0.000    0.000 adapters.py:76(_urllib3_request_context)
        2    0.000    0.000    0.000    0.000 utils.py:650(requote_uri)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        6    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       22    0.000    0.000    0.000    0.000 connection.py:406(<genexpr>)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:204(__init__)
        2    0.000    0.000    0.000    0.000 poolmanager.py:346(connection_from_pool_key)
        2    0.000    0.000    0.000    0.000 utils.py:504(_parse_content_type_header)
        2    0.000    0.000    0.000    0.000 message.py:331(set_payload)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
        5    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
        3    0.000    0.000    0.004    0.001 request.py:2684(proxy_bypass)
        1    0.000    0.000    0.000    0.000 poolmanager.py:1(<module>)
        1    0.000    0.000    0.002    0.002 sessions.py:1(<module>)
        2    0.000    0.000    0.000    0.000 parser.py:17(__init__)
       12    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
        2    0.000    0.000    0.000    0.000 typing.py:2205(get_type_hints)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1753(__iter__)
        3    0.000    0.000    0.000    0.000 structures.py:76(copy)
       16    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
      165    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        7    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
